P,H,HS,T,RH,CC
1.06824,15,39.53,10,69,31
1.63017,16,33.18,9.6,65,47
1.51896,17,25.28,10.2,60,56
1.219905,18,16.52,9.6,70,58
0.7344,19,7.39,9.3,74,70
0,20,-1.69,8.5,78,73
0,21,0,7.5,83,67
0,22,0,7.1,86,100
0,23,0,6.9,87,100
0,0,0,6.8,89,100
0,1,0,6.5,92,100
0,2,0,6.2,93,100
0,3,0,6.2,92,100
0,4,0,6.2,93,100
0,5,0,6.1,93,100
0,6,0,6,90,76
0.01626,7,3.77,5.7,89,77
0.212145,8,12.93,5.7,89,84
0.41862,9,21.91,6.1,84,90
0.512955,10,30.26,6.8,77,100
0.553755,11,37.39,7.5,72,100
0.600735,12,42.52,7.6,69,100
0.792195,13,44.84,8.1,66,100
1.09605,14,43.88,8.6,63,100
1.195425,15,39.85,8.7,62,90
1.32792,16,33.47,8.4,65,100
0.763785,17,25.55,7.7,71,90
0.862695,18,16.77,6.8,79,62
0.324045,19,7.64,6.3,81,52
0,20,-1.43,5.7,83,100
0,21,0,4.6,89,100
0,22,0,3.8,92,100
0,23,0,3.4,91,100
0,0,0,3.2,87,76
0,1,0,3.2,82,80
0,2,0,3.2,76,89
0,3,0,3.1,73,70
0,4,0,3,70,42
0,5,0,2.9,68,33
0,6,0,2.7,66,34
0.02703,7,4.11,2.6,64,35
0.159525,8,13.27,2.7,66,40
0.21174,9,22.26,3.1,70,16
0.342435,10,30.62,3.9,68,11
0.509085,11,37.76,4.7,65,20
0.530925,12,42.9,5.3,62,67
0.77505,13,45.22,5.8,60,99
0.86163,14,44.24,6,63,100
0.65544,15,40.17,5.8,70,100
0.320355,16,33.76,5.5,77,100
0.24528,17,25.82,5.4,82,100
0.271005,18,17.03,5.7,86,100
0.22527,19,7.89,6.1,86,100
0,20,-1.18,6.1,86,100
0,21,0,5.9,82,100
0,22,0,5.8,85,100
0,23,0,5.7,88,100
0,0,0,5.8,88,100
0,1,0,6,88,100
0,2,0,6.1,87,100
0,3,0,6.1,89,100
0,4,0,6.2,90,100
0,5,0,6.3,91,100
0,6,0,6.4,90,100
0.018945,7,4.45,6.2,92,100
0.147285,8,13.6,6.5,92,100
0.314895,9,22.6,7.3,91,95
0.289395,10,30.97,7.8,87,79
0.407115,11,38.12,8.4,83,100
0.56253,12,43.27,9,85,100
0.64953,13,45.59,9.2,83,74
1.06791,14,44.59,10.1,83,79
1.28343,15,40.49,10.5,82,65
1.07757,16,34.04,10.5,79,47
1.04139,17,26.08,10,75,49
1.083345,18,17.28,9.6,75,19
0.99492,19,8.14,9,78,17
0,20,-0.92,8.2,83,3
0,21,0,6.9,92,0
0,22,0,6.1,96,0
0,23,0,5.5,98,3
0,0,0,5,99,7
0,1,0,4.8,98,20
0,2,0,4.9,97,26
0,3,0,4.9,96,31
0,4,0,5.1,95,57
0,5,0,5.4,94,52
0,6,0,5.7,93,40
0.02874,7,4.78,5.6,94,34
0.144885,8,13.94,6.2,94,17
0.2037,9,22.94,8.4,88,7
0.23655,10,31.32,10.1,82,2
0.276225,11,38.49,11.3,77,0
0.227115,12,43.65,12.2,73,4
0.52395,13,45.96,12.9,70,2
1.04481,14,44.94,13.3,67,4
1.50081,15,40.81,13.3,67,0
1.731165,16,34.33,13.2,67,0
1.939845,17,26.34,12.8,69,0
1.780545,18,17.53,12.4,70,0
1.240515,19,8.38,11.7,74,0
0,20,-0.67,10.5,81,0
0,21,0,9.6,82,0
0,22,0,8.2,89,0
0,23,0,6.9,94,0
0,0,0,7,91,0
0,1,0,5.8,94,4
0,2,0,4.7,96,5
0,3,0,4.5,96,5
0,4,0,4.6,95,29
0,5,0,4.7,94,56
0,6,-3.79,4.8,92,58
0.02874,7,5.12,4.8,91,63
0.159345,8,14.27,6,90,62
0.26676,9,23.27,7.5,88,22
0.45216,10,31.67,9.9,78,30
0.52344,11,38.85,11.5,71,32
0.452985,12,44.02,12.3,69,43
0.64311,13,46.33,13.1,67,46
0.977595,14,45.29,13.7,62,71
1.17288,15,41.12,13.5,62,67
1.298085,16,34.61,13.2,63,72
1.69032,17,26.61,12.7,66,60
1.56882,18,17.77,12.4,65,51
0.991545,19,8.63,11.7,69,47
0,20,-0.41,10.6,74,33
0,21,0,9.5,78,53
0,22,0,8.6,83,61
0,23,0,8.5,83,87
0,0,0,8.5,83,100
0,1,0,8.3,83,100
0,2,0,8.3,82,100
0,3,0,8.4,81,100
0,4,0,8.2,83,100
0,5,0,8.4,83,100
0,6,-3.45,8.5,84,100
0.021255,7,5.44,8.5,87,100
0.054615,8,14.6,8.8,88,100
0.20097,9,23.61,8.9,91,100
0.368625,10,32.01,9.6,89,100
0.47757,11,39.2,10.2,84,100
0.758835,12,44.39,10.7,81,100
0.820425,13,46.7,11.3,75,100
0.51393,14,45.63,11.5,75,100
0.218295,15,41.44,11.4,79,100
0.238815,16,34.9,11.2,82,100
0.08856,17,26.86,11,88,100
0.09966,18,18.02,10.6,90,100
0.00966,19,8.87,10.7,90,100
0,20,-0.16,10.5,90,100
0,21,0,10.1,95,100
0,22,0,10,95,100
0,23,0,9.9,95,100
0,0,0,9.9,95,100
0,1,0,9.8,94,100
0,2,0,9.7,93,100
0,3,0,9.5,95,100
0,4,0,9.4,95,100
0,5,0,9.4,95,100
0,6,-3.12,9.6,94,100
0.023565,7,5.77,9.6,93,100
0.078405,8,14.92,9.8,93,100
0.183915,9,23.94,10.1,93,100
0.45567,10,32.35,10.5,92,100
0.640695,11,39.56,11.5,89,100
0.695085,12,44.75,12.4,87,100
0.809745,13,47.06,13.1,85,100
1.043895,14,45.98,13.9,81,93
1.29984,15,41.75,14.5,78,93
1.41303,16,35.17,15.1,73,90
1.648455,17,27.12,15.2,68,76
1.208685,18,18.27,15,66,70
0.73125,19,9.12,13.9,70,58
0,20,0.09,13.2,73,44
0,21,0,11.7,77,39
0,22,0,10.5,83,9
0,23,0,9.5,87,10
0,0,0,8.7,90,24
0,1,0,8.4,92,17
0,2,0,8.5,92,29
0,3,0,7.9,93,65
0,4,0,7.2,96,60
0,5,0,7.1,96,49
0,6,-2.79,7.7,96,62
0.058905,7,6.09,7.5,98,100
0.204855,8,15.24,6.8,99,100
0.341145,9,24.26,9.5,92,67
0.42606,10,32.69,11.1,89,40
0.488565,11,39.91,13.4,79,31
0.331065,12,45.12,15.5,69,40
0.716055,13,47.42,16.9,61,49
1.11606,14,46.32,17.8,55,43
1.416855,15,42.05,17.1,55,59
1.61169,16,35.45,16.2,58,36
1.010625,17,27.38,14.3,70,80
0.36789,18,18.51,11.6,80,100
0.21501,19,9.36,9.4,82,100
0.000465,20,0.34,8.4,77,100
0,21,0,7.7,79,99
0,22,0,7.4,79,95
0,23,0,7.2,79,97
0,0,0,7.1,79,85
0,1,0,6.7,84,100
0,2,0,6.4,86,100
0,3,0,6.2,87,89
0,4,0,6.1,88,90
0,5,0,6,90,91
0,6,-2.47,6,92,100
0.00942,7,6.41,6.1,92,100
0.108435,8,15.56,6.3,91,100
0.118635,9,24.59,6.6,91,100
0.16101,10,33.02,6.8,91,100
0.32862,11,40.26,7.1,91,100
0.35898,12,45.48,7.6,89,100
0.83382,13,47.78,7.9,85,100
0.881445,14,46.65,8.9,80,100
0.953985,15,42.36,9.2,79,100
0.76974,16,35.73,9.4,80,100
0.5781,17,27.63,9.3,82,100
0.410715,18,18.75,9.1,83,100
0.188865,19,9.6,8.8,86,100
0.001425,20,0.58,8.6,88,83
0,21,0,8.3,94,77
0,22,0,8.2,94,60
0,23,0,8.2,95,34
0,0,0,8.1,95,39
0,1,0,8.1,95,13
0,2,0,8.1,95,9
0,3,0,7.9,96,26
0,4,0,7.9,95,33
0,5,0,7.8,96,35
0,6,-2.14,7.6,96,46
0.058725,7,6.73,7.5,96,32
0.16032,8,15.88,8.4,94,9
0.25317,9,24.91,10.1,91,27
0.6396,10,33.35,11.3,88,86
0.67881,11,40.6,12.1,85,86
0.7848,12,45.83,13.1,82,90
0.89961,13,48.14,13.6,80,90
1.22865,14,46.99,14.7,76,87
1.46532,15,42.66,15.6,72,90
1.45881,16,36,16.1,68,90
1.28403,17,27.88,16.2,67,91
1.11435,18,18.99,16,67,91
0.75999,19,9.84,15.4,72,90
0,20,0.83,14,81,95
0,21,0,11.4,91,100
0,22,0,10.5,93,97
0,23,0,9.9,93,100
0,0,0,9.6,93,100
0,1,0,9.2,93,100
0,2,0,8.9,93,100
0,3,0,8.9,92,100
0,4,0,8.8,92,100
0,5,0,8.8,91,100
0,6,-1.82,8.9,92,100
0.030585,7,7.04,9,92,100
0.197505,8,16.19,9.4,91,100
0.378795,9,25.22,10,88,100
0.548625,10,33.68,11.1,84,95
0.697755,11,40.95,12.1,79,92
0.978375,12,46.19,13.4,72,100
1.05696,13,48.49,14.2,67,100
0.48408,14,47.32,14.6,67,97
0.59376,15,42.96,13.9,74,98
0.25683,16,36.27,13.5,76,98
0.27678,17,28.13,12.4,85,100
0.284685,18,19.23,12,88,100
0.393345,19,10.08,11.5,89,74
0.004995,20,1.08,11.1,88,32
0,21,0,9.6,88,15
0,22,0,8.7,90,11
0,23,0,8,92,5
0,0,0,7.4,93,9
0,1,0,6.8,94,13
0,2,0,6.2,95,0
0,3,0,5.7,97,0
0,4,0,5.3,98,1
0,5,0,5.6,98,30
0,6,-1.51,5.6,98,100
0.057795,7,7.35,5.8,98,100
0.239415,8,16.5,7.1,96,100
0.45618,9,25.53,7.8,96,100
0.631455,10,34,9,90,100
0.627675,11,41.28,10.2,86,100
0.699885,12,46.54,10.9,81,100
0.421665,13,48.84,11.3,77,100
0.509685,14,47.65,11.1,81,100
0.248235,15,43.26,10.8,87,100
0.35652,16,36.54,10.3,91,100
0.18762,17,28.38,10,94,100
0.066105,18,19.47,9.7,95,100
0.01368,19,10.31,9.4,96,100
0,20,1.32,9.2,96,100
0,21,0,8.3,96,100
0,22,0,8.2,95,100
0,23,0,8.2,96,100
0,0,0,8.1,96,100
0,1,0,8.1,95,100
0,2,0,8,95,100
0,3,0,7.9,96,100
0,4,0,7.8,96,100
0,5,0,7.8,96,100
0,6,-1.2,7.8,96,100
0.015345,7,7.66,7.6,94,100
0.03525,8,16.8,7.4,92,100
0.142575,9,25.84,7.2,91,100
0.25563,10,34.32,7,88,100
0.52617,11,41.62,7.2,84,100
0.817605,12,46.88,8.3,78,100
0.76821,13,49.18,9.3,76,100
0.76419,14,47.98,10.2,73,100
0.997965,15,43.56,11,69,100
1.23201,16,36.81,12,63,100
1.62144,17,28.62,12.5,58,86
1.74378,18,19.7,12.6,53,24
1.45623,19,10.55,12.2,54,9
0.00882,20,1.56,10.9,57,1
0,21,0,9.2,62,0
0,22,0,8.1,64,0
0,23,0,7.3,65,0
0,0,0,6.5,67,0
0,1,0,6,69,0
0,2,0,5.4,71,0
0,3,0,5,72,0
0,4,0,4.5,75,0
0,5,0,3.9,77,0
0,6,-0.89,3.4,81,0
0.07401,7,7.96,3,84,0
0.161745,8,17.1,4,83,0
0.217965,9,26.15,6,76,0
0.25614,10,34.64,7.7,71,0
0.28104,11,41.95,9.4,65,0
0.298875,12,47.23,10.7,56,0
0.775095,13,49.53,11.4,51,17
1.17606,14,48.3,12,49,11
1.698225,15,43.85,12.2,49,16
1.910745,16,37.07,12.6,47,41
1.709445,17,28.87,12.5,48,53
2.10006,18,19.94,11.8,52,46
1.58448,19,10.78,10.8,59,0
0.010065,20,1.81,9.5,67,0
0,21,0,7.7,73,0
0,22,0,6.7,79,0
0,23,0,6,84,0
0,0,0,5.4,88,0
0,1,0,4.9,91,0
0,2,0,4.1,94,0
0,3,0,3.4,96,0
0,4,0,3.3,96,0
0,5,0,3.4,98,0
0,6,-0.58,3.8,97,0
0.10395,7,8.26,3.1,99,0
0.1641,8,17.4,3.2,98,0
0.216405,9,26.45,6.6,85,0
0.25539,10,34.95,8.6,76,0
0.28131,11,42.27,10.3,65,0
0.31227,12,47.57,11.4,57,0
0.8025,13,49.87,12.1,55,5
1.329825,14,48.62,12.7,53,5
1.788585,15,44.14,13.1,53,0
2.06421,16,37.33,13.3,53,0
2.210025,17,29.11,13.4,53,0
2.09166,18,20.17,13.1,53,0
1.614555,19,11.02,12.6,56,0
0.01182,20,2.05,11.3,63,0
0,21,0,9.6,69,0
0,22,0,8.4,73,0
0,23,0,7.6,76,0
0,0,0,7,78,0
0,1,0,6.4,79,0
0,2,0,5.8,80,0
0,3,0,5.3,82,0
0,4,0,4.9,83,0
0,5,0,4.5,84,0
0,6,-0.28,4.1,85,0
0.080895,7,8.55,4,86,0
0.165495,8,17.69,5.1,83,0
0.21918,9,26.74,7.4,77,0
0.254655,10,35.26,9.6,72,0
0.274755,11,42.6,11.7,68,0
0.31905,12,47.9,13.5,62,0
0.807615,13,50.2,14.7,56,0
1.356855,14,48.94,15.5,52,0
1.809105,15,44.43,16.1,50,0
2.11185,16,37.59,16.4,49,0
2.15274,17,29.35,16.5,48,0
2.073825,18,20.4,16.3,49,0
1.52982,19,11.25,15.7,55,0
0.01284,20,2.28,14.2,63,0
0,21,0,12.1,67,0
0,22,0,10.9,70,0
0,23,0,10.1,72,0
0,0,0,9.4,74,0
0,1,0,8.8,76,1
0,2,0,8.1,78,4
0,3,0,7.4,81,3
0,4,0,6.7,84,0
0,5,0,6.2,86,0
0,6,0.01,5.7,87,1
0.08574,7,8.84,5.5,87,2
0.172605,8,17.98,6.7,84,5
0.23691,9,27.04,8.9,79,8
0.26814,10,35.56,10.9,75,1
0.287085,11,42.91,12.7,71,0
0.365955,12,48.23,14.3,68,0
0.818805,13,50.54,15.5,63,0
1.204335,14,49.25,16.3,59,29
1.304415,15,44.71,16.7,55,45
1.463805,16,37.85,16.7,54,38
0.8742,17,29.59,16.6,55,41
1.08663,18,20.63,15.7,64,51
0.600135,19,11.47,15.6,65,45
0.5271,20,2.52,14.7,67,33
0,21,0,13.6,66,32
0,22,0,12.9,67,35
0,23,0,12.1,68,40
0,0,0,11.8,67,54
0,1,0,11.4,67,57
0,2,0,10.9,68,42
0,3,0,10.4,70,25
0,4,0,9.8,71,15
0,5,0,9.4,69,22
0,6,0.31,8.9,68,19
0.07143,7,9.12,8.5,68,14
0.187575,8,18.26,8.5,69,11
0.24006,9,27.32,9.6,68,12
0.306675,10,35.86,10.8,66,10
0.31347,11,43.23,12.2,66,7
0.415935,12,48.56,13.5,65,3
0.873225,13,50.86,14.5,64,2
1.3812,14,49.56,15.4,63,0
1.781235,15,44.99,16.1,62,0
2.049345,16,38.1,16.5,61,53
2.059785,17,29.82,16.6,60,26
1.626885,18,20.86,16.3,58,23
1.28745,19,11.7,15.7,62,13
0.578145,20,2.76,14.8,64,11
0,21,0,12.9,70,5
0,22,0,11.7,73,5
0,23,0,10.9,74,14
0,0,0,10.4,75,10
0,1,0,9.8,78,8
0,2,0,9.6,79,24
0,3,0,9.5,80,38
0,4,0,9.3,82,66
0,5,0,9.2,84,68
0,6,0.59,9.2,86,76
0.079425,7,9.41,9.5,87,79
0.138645,8,18.54,10.1,88,91
0.26265,9,27.61,10.4,87,100
0.320625,10,36.15,11.2,88,100
0.23451,11,43.54,11.4,90,100
0.364755,12,48.88,11.4,91,100
0.82314,13,51.19,11.5,91,100
1.148025,14,49.87,12.5,85,86
1.38369,15,45.27,13.7,74,64
1.616445,16,38.35,14.6,68,81
1.63359,17,30.06,15.1,65,69
1.000005,18,21.08,15.4,65,89
0.27129,19,11.93,14.5,72,100
0.013215,20,2.99,13.5,78,100
0,21,0,11.9,89,84
0,22,0,11.5,90,71
0,23,0,11.1,90,94
0,0,0,10.7,91,100
0,1,0,10.5,92,100
0,2,0,10.3,93,100
0,3,0,10,94,100
0,4,0,9.8,94,100
0,5,0,9.5,93,75
0,6,0.88,9.5,93,59
0.04449,7,9.68,9.4,93,100
0.161235,8,18.81,9.5,93,100
0.313185,9,27.89,9.8,93,96
0.41553,10,36.44,10.6,91,49
0.352605,11,43.84,11.6,85,41
0.44523,12,49.2,12.3,77,25
0.86001,13,51.51,12.3,71,23
1.39344,14,50.17,12.5,68,16
1.705245,15,45.55,12.7,67,23
1.937955,16,38.6,12.7,66,36
2.190855,17,30.29,12.6,65,15
1.92183,18,21.31,12.5,65,30
1.571685,19,12.15,12.2,69,14
0.82074,20,3.22,11.5,74,3
0,21,0,10.2,78,10
0,22,0,9.5,83,0
0,23,0,9,86,0
0,0,0,8.6,89,0
0,1,0,8.3,91,3
0,2,0,8.1,92,1
0,3,0,7.9,93,0
0,4,0,7.7,93,9
0,5,0,7.5,94,17
0.00522,6,1.16,7.3,94,28
0.154125,7,9.95,7.3,94,49
0.350655,8,19.08,8.3,92,75
0.485835,9,28.16,10.1,87,81
0.47133,10,36.72,11.9,80,63
0.942435,11,44.14,13.6,73,74
0.860895,12,49.52,14.6,67,72
1.04574,13,51.83,15.3,62,86
1.23252,14,50.47,15.8,59,82
1.0395,15,45.82,16.3,57,92
0.66459,16,38.85,16.4,57,64
0.40383,17,30.52,16.1,62,73
0.28722,18,21.53,15.7,64,89
0.09549,19,12.37,15.2,66,93
0.00009,20,3.45,14.8,67,100
0,21,0,14.8,63,100
0,22,0,14.6,64,100
0,23,0,14.4,65,100
0,0,0,14.2,67,100
0,1,0,14.1,69,100
0,2,0,13.5,76,100
0,3,0,12.9,84,100
0,4,0,12.4,90,100
0,5,0,12.2,92,100
0,6,1.43,12.1,93,100
0.016995,7,10.22,12.1,95,100
0.196395,8,19.35,12.1,95,100
0.422355,9,28.43,12.4,95,98
0.66741,10,37,12.7,93,100
0.77445,11,44.44,13.2,88,100
0.6177,12,49.83,14.1,82,100
0.960405,13,52.14,14.7,78,100
1.4487,14,50.77,14.7,78,92
1.613535,15,46.09,15.2,75,92
1.835295,16,39.09,15.2,74,94
1.770795,17,30.75,14.9,74,80
1.376535,18,21.75,14.3,76,51
1.113045,19,12.6,13.5,79,38
0.4656,20,3.68,12.6,82,42
0,21,0,12.1,88,47
0,22,0,11.2,93,48
0,23,0,10.3,97,39
0,0,0,9.4,99,53
0,1,0,8.8,100,53
0,2,0,8.8,100,99
0,3,0,8.8,100,100
0,4,0,8.8,100,100
0,5,0,8.8,100,100
0.00231,6,1.7,9.1,99,100
0.050955,7,10.49,9.5,99,100
0.13398,8,19.61,10.6,98,100
0.223425,9,28.69,12.1,94,100
0.310785,10,37.28,13.2,92,100
0.41016,11,44.73,14.2,90,100
0.63567,12,50.13,15.1,86,100
0.920265,13,52.45,16,83,100
0.94497,14,51.06,17,79,100
1.10727,15,46.35,17.6,75,100
1.022955,16,39.33,18.2,73,100
0.919605,17,30.97,18.2,75,80
0.7563,18,21.97,18.1,76,64
0.30825,19,12.81,17.9,77,60
0.29586,20,3.91,17.2,82,76
0,21,0,16.3,86,57
0,22,0,14.8,91,9
0,23,0,13.8,93,8
0,0,0,13.2,94,22
0,1,0,12.8,94,20
0,2,0,12.4,94,27
0,3,0,12.2,94,1
0,4,0,11.9,94,11
0,5,0,11.7,95,24
0.010815,6,1.97,11.7,94,26
0.118695,7,10.74,11.9,94,21
0.25641,8,19.87,13.4,91,31
0.333015,9,28.95,15.9,87,31
0.294195,10,37.55,18,81,8
0.20268,11,45.01,19.8,75,1
0.45327,12,50.44,21.4,72,19
0.92658,13,52.76,23,68,12
1.41612,14,51.35,24.3,65,5
1.80615,15,46.62,25.3,62,3
1.97856,16,39.57,26.1,59,9
1.8729,17,31.19,26.1,60,30
1.048515,18,22.18,24.8,67,29
0.5136,19,13.03,22.2,77,29
0.0753,20,4.13,19.2,84,29
0,21,0,18.1,87,30
0,22,0,16.6,90,30
0,23,0,15.5,93,30
0,0,0,15.1,93,51
0,1,0,13.9,96,53
0,2,0,13.6,95,42
0,3,0,13.4,93,43
0,4,0,13.3,92,37
0,5,0,12.8,93,31
0.013485,6,2.23,12.3,95,31
0.17889,7,11,12.3,95,34
0.318825,8,20.12,13.2,93,61
0.490695,9,29.21,14.7,91,81
0.615435,10,37.81,15.7,89,82
0.601575,11,45.29,16.2,88,89
0.47055,12,50.73,15.5,91,74
0.9186,13,53.06,14.9,92,81
1.229385,14,51.64,15.8,86,59
1.39755,15,46.88,17.1,77,76
1.13088,16,39.81,17.5,74,57
1.280475,17,31.41,17.4,73,27
1.452105,18,22.4,17.4,73,16
1.26288,19,13.25,16.9,76,14
0.676365,20,4.36,16,80,14
0,21,-3.9,14.6,86,13
0,22,0,13.6,90,11
0,23,0,12.8,95,12
0,0,0,11.9,97,38
0,1,0,11.2,98,78
0,2,0,10.8,98,100
0,3,0,10.6,98,100
0,4,0,10.4,99,100
0,5,0,10.8,99,100
0.01515,6,2.48,9.9,100,100
0.166965,7,11.25,10.4,100,100
0.17067,8,20.36,12.3,99,100
0.292635,9,29.46,12.4,98,100
0.581745,10,38.07,13.1,97,100
0.70788,11,45.57,14.4,96,100
0.64782,12,51.02,15.2,94,100
0.86301,13,53.35,15.3,94,69
1.409835,14,51.92,15.8,93,68
1.795245,15,47.13,16.4,90,68
1.941825,16,40.04,16.8,85,49
2.080665,17,31.63,16.5,77,38
1.708935,18,22.61,16,75,47
1.199025,19,13.46,15.3,77,23
0.70053,20,4.58,14.5,80,26
0,21,-3.67,13.6,84,30
0,22,0,12.9,87,39
0,23,0,12.6,89,46
0,0,0,12.4,89,68
0,1,0,11.9,91,65
0,2,0,11.5,93,43
0,3,0,11.3,94,38
0,4,0,10.9,95,61
0,5,0,10.8,95,91
0.0018,6,2.74,11,94,98
0.06819,7,11.49,11.2,93,100
0.138375,8,20.6,11.3,93,100
0.177405,9,29.7,11.4,93,100
0.325575,10,38.33,11.6,92,100
0.569595,11,45.84,12,91,100
0.896505,12,51.31,12.3,91,100
1.24569,13,53.65,12.8,90,100
1.313235,14,52.2,12.8,86,100
1.324095,15,47.39,12.5,86,100
0.91227,16,40.27,12.4,86,99
0.573945,17,31.85,11.9,86,100
0.269385,18,22.82,11.7,87,100
0.146775,19,13.67,11.1,88,100
0.01215,20,4.8,10.4,88,94
0,21,-3.44,10.3,89,97
0,22,0,9.7,86,100
0,23,0,9.3,83,80
0,0,0,8.7,81,86
0,1,0,8.2,78,93
0,2,0,7.6,76,90
0,3,0,7.3,73,90
0,4,0,7,70,88
0,5,0,6.8,71,92
0.01233,6,2.98,6.7,76,100
0.13389,7,11.73,6.7,79,89
0.29133,8,20.84,7.3,76,80
0.49896,9,29.94,8.1,75,70
0.520815,10,38.57,8.8,72,71
0.670365,11,46.1,9.7,69,85
0.99099,12,51.59,10,68,94
1.15287,13,53.93,10.1,69,88
1.447395,14,52.47,10.4,70,79
1.246755,15,47.64,11,70,73
0.801345,16,40.5,11,71,100
0.527835,17,32.06,10.8,75,100
0.31227,18,23.02,10.7,78,100
0.21312,19,13.88,10.7,80,100
0.100995,20,5.01,10.7,82,100
0,21,-3.21,10.4,84,100
0,22,0,10.4,85,68
0,23,0,10.2,88,82
0,0,0,10.1,89,100
0,1,0,10.1,92,100
0,2,0,10,90,100
0,3,0,10,90,100
0,4,0,10,90,81
0,5,0,9.8,89,29
0.01257,6,3.22,9.3,90,37
0.13218,7,11.96,9,90,35
0.21732,8,21.07,9.3,86,53
0.270135,9,30.17,9.6,79,54
0.379065,10,38.82,10,77,41
0.43446,11,46.36,10.5,76,58
0.791265,12,51.87,11.1,73,57
1.1829,13,54.22,11.1,74,64
1.405815,14,52.74,11.4,73,56
1.934955,15,47.88,11.1,74,38
2.220645,16,40.72,11.3,72,28
2.300895,17,32.27,11.1,70,34
2.280195,18,23.23,10.7,68,12
1.696515,19,14.09,10.3,68,12
0.73947,20,5.23,9.8,72,24
0,21,-2.98,9.1,77,93
0,22,0,9,77,100
0,23,0,8.8,78,85
0,0,0,8.8,79,78
0,1,0,8.8,80,93
0,2,0,8.7,83,100
0,3,0,8.6,84,100
0,4,0,8.7,86,100
0,5,0,8.8,87,100
0,6,3.46,8.7,88,100
0.04809,7,12.19,8.5,90,100
0.170895,8,21.3,8.6,88,100
0.50349,9,30.4,8.7,84,67
0.58203,10,39.06,9.2,80,94
0.53745,11,46.62,9.7,77,69
0.51993,12,52.14,9.5,78,100
0.669435,13,54.5,8.8,79,80
1.52889,14,53.01,8.4,80,59
1.986555,15,48.13,9.9,80,47
1.95246,16,40.94,9.8,78,41
2.151765,17,32.48,9.5,77,37
1.963455,18,23.43,8.9,76,41
1.51554,19,14.29,8.3,75,46
0.92922,20,5.44,8.2,73,29
0,21,-2.76,7.6,75,26
0,22,0,7.1,77,17
0,23,0,6.9,77,35
0,0,0,6.8,76,59
0,1,0,6.6,76,78
0,2,0,6.6,76,64
0,3,0,6.6,77,44
0,4,0,6.6,78,30
0,5,0,6.1,82,35
0.014835,6,3.69,5.8,85,45
0.109545,7,12.41,6.1,85,53
0.283485,8,21.52,7.4,80,53
0.35616,9,30.63,8,83,40
0.5307,10,39.29,8.9,83,70
0.455805,11,46.86,9.5,81,78
0.799485,12,52.41,9.4,80,54
1.19667,13,54.77,9.8,79,74
1.55472,14,53.27,9.9,77,56
2.03451,15,48.36,10,76,41
2.1939,16,41.16,10,74,51
2.07045,17,32.68,9.7,75,34
1.90275,18,23.63,9.3,74,35
1.684815,19,14.49,8.9,71,36
0.954915,20,5.65,8.5,71,26
0,21,-2.54,7.7,72,26
0,22,0,7,76,28
0,23,0,6.4,81,33
0,0,0,6.2,81,68
0,1,0,6,82,70
0,2,0,6.1,81,49
0,3,0,6.1,80,36
0,4,0,6.1,79,22
0,5,0,6.1,79,45
0.0213,6,3.91,6.3,79,49
0.16761,7,12.63,6.5,81,66
0.24348,8,21.73,7.5,80,54
0.299745,9,30.84,8.1,83,36
0.405915,10,39.52,9,80,50
0.49947,11,47.11,9.9,77,35
0.79824,12,52.67,10.3,74,28
1.22148,13,55.04,10,74,27
1.607385,14,53.53,10.4,74,33
1.910235,15,48.6,10.4,72,29
2.177595,16,41.38,10.2,71,28
2.2407,17,32.89,9.8,70,28
1.89096,18,23.83,9.6,69,37
1.573755,19,14.69,9.1,71,29
0.749595,20,5.86,8.6,73,23
0,21,-2.32,7.6,76,15
0,22,0,7.1,78,14
0,23,0,6.7,81,22
0,0,0,6.7,80,40
0,1,0,6.4,81,36
0,2,0,6.3,82,41
0,3,0,6.3,82,47
0,4,0,6.1,83,48
0,5,0,6,83,31
0.024675,6,4.13,6,83,33
0.12858,7,12.84,6.2,83,34
0.19866,8,21.94,7.4,78,60
0.30372,9,31.06,8.1,80,39
0.36771,10,39.74,9.1,78,52
0.546225,11,47.35,9.8,75,43
0.738045,12,52.92,10.4,70,40
1.249665,13,55.3,10.8,65,36
1.570155,14,53.78,10.9,64,41
1.98909,15,48.83,11.1,66,24
2.145615,16,41.59,10.8,69,36
2.086665,17,33.09,10.2,69,54
2.128485,18,24.02,9.9,69,40
1.706955,19,14.89,9.4,69,29
0.82818,20,6.06,8.8,72,41
0,21,-2.1,7.9,76,29
0,22,0,7.2,79,31
0,23,0,7,81,28
0,0,0,6.7,82,43
0,1,0,6.4,83,32
0,2,0,6.4,83,31
0,3,0,6.3,84,50
0,4,0,6.3,84,49
0,5,0,6.2,85,52
0.02463,6,4.35,6.3,85,54
0.15144,7,13.05,6.7,84,41
0.201705,8,22.14,7.7,80,43
0.3495,9,31.26,8.1,78,44
0.425085,10,39.95,8.7,73,53
0.47253,11,47.58,9,71,54
0.792465,12,53.17,9.3,70,68
1.2171,13,55.56,9.8,68,45
1.38591,14,54.03,10.1,66,61
1.930005,15,49.06,10.1,66,54
2.054655,16,41.8,10.5,62,55
2.448,17,33.28,10.6,60,28
2.178,18,24.22,10.5,59,21
1.7811,19,15.08,10.2,58,7
1.131255,20,6.26,9.7,60,1
0,21,-1.89,8.4,66,6
0,22,0,7.6,70,13
0,23,0,7,74,19
0,0,0,6.6,78,11
0,1,0,6.3,81,5
0,2,0,5.8,85,3
0,3,0,5.2,89,4
